Year;Country;Code;Item;ExportWeight_InTons;ExportValue_EUROs;ExportValue_inUSD;ImportWeight_InTons;ImportValue_inEUROs;ImportValue_inUSD
2019;Italien;WA73;Waren aus Eisen oder Stahl;361828,2;1439925;1612948;1285056,8;2686477;3008806
2019;Italien;WA83;Verschiedene Waren aus unedlen Metallen;36958,1;360551;403912;57083,5;402853;451129
2019;Italien;WA84;Maschinen, Apparate, mechanische Geräte;576260,1;10481795;11733209;856616,8;8818806;9875813
2019;Italien;WA85;Elektrotechnische Erzeugnisse;208213,6;6871005;7693560;359569,4;3616850;4049946
2019;Italien;WA86;Schienenfahrzeuge;18722,5;218997;246054;12231,0;99376;111212
2019;Italien;WA87;Kraftfahrzeuge, Landfahrzeuge;827182,7;11127371;12459460;853485,9;6848339;7666907
2019;Italien;WA88;Luftfahrzeuge, Raumfahrzeuge;974,6;323159;361159;292,8;119885;134272
2019;Italien;WA89;Wasserfahrzeuge;32153,1;127804;144049;42914,5;25590;28704
2019;Italien;WA90;Optische, photografische usw. Erzeugnisse;24388,3;3308439;3705207;20540,4;1056074;1182755
2019;Italien;WA98;Vollständige Fabrikationsanlagen;1,3;12;13;0;0;0
2019;Niederlande;WA27;Mineralische Brennstoffe usw.;47456011,9;11905836;13327912;86757777,3;27594537;30905648
2019;Niederlande;WA28;Anorganische chemische Erzeugnisse;3028238,1;574638;643580;1333673,2;501108;560992
2019;Niederlande;WA29;Organische chemische Erzeugnisse;2437582,1;2368252;2651863;2942234,8;2962666;3318722
2019;Niederlande;WA30;Pharmazeutische Erzeugnisse;41722,6;8403362;9409249;12620,1;8220170;9199529
2019;Niederlande;WA31;Düngemittel;321024,3;77426;86860;1034678,0;213597;239573
2019;Niederlande;WA33;Etherische Öle, Riech-, Schönheitsmittel;70188,4;570837;639049;48265,9;403696;451644
2019;Niederlande;WA36;Sprengstoffe, pyrotechnische Artikel usw.;3477,8;16838;18763;1371,1;2661;2977
2019;Niederlande;WA37;Photochemische Erzeugnisse;5553,6;51672;57889;18283,3;137137;153456
2019;Niederlande;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;1526057,7;1909741;2138285;1711848,7;1759489;1968583
2019;Niederlande;WA72;Eisen und Stahl;3672962,9;2012252;2254306;3068155,7;1994512;2234776
2019;Niederlande;WA73;Waren aus Eisen oder Stahl;764684,2;1963681;2199403;724217,9;1368096;1532147
2019;Niederlande;WA83;Verschiedene Waren aus unedlen Metallen;39679,6;372885;417565;23361,0;128168;143474
2019;Niederlande;WA84;Maschinen, Apparate, mechanische Geräte;673128,1;10441229;11694270;346027,1;6185649;6926002
2019;Niederlande;WA85;Elektrotechnische Erzeugnisse;247339,1;7496856;8395107;144323,7;4369014;4891637
2019;Niederlande;WA86;Schienenfahrzeuge;12211,1;83093;92812;11149,3;39598;44252
2019;Niederlande;WA87;Kraftfahrzeuge, Landfahrzeuge;708734,8;7767465;8693706;422958,1;4313347;4831504
2019;Niederlande;WA88;Luftfahrzeuge, Raumfahrzeuge;481,6;407970;454343;1407,8;408204;455202
2019;Niederlande;WA89;Wasserfahrzeuge;122903,8;332309;373905;70537,8;137613;154136
2019;Niederlande;WA90;Optische, photografische usw. Erzeugnisse;21355,1;4422047;4949165;10050,3;1387852;1553000
2019;Niederlande;WA98;Vollständige Fabrikationsanlagen;2536,3;11459;13019;469,9;5240;5914
2019;Österreich;WA27;Mineralische Brennstoffe usw.;15123221,5;5622240;6300517;11608069,6;3028760;3397879
2019;Österreich;WA28;Anorganische chemische Erzeugnisse;926055,1;360901;404332;363017,1;218296;244630
2019;Österreich;WA29;Organische chemische Erzeugnisse;247230,8;436418;488910;187848,1;218103;244332
2019;Österreich;WA30;Pharmazeutische Erzeugnisse;36756,5;2130592;2386155;17386,4;1420020;1589721
2019;Österreich;WA31;Düngemittel;254364,4;83562;93680;424151,1;92624;103912
2019;Österreich;WA33;Etherische Öle, Riech-, Schönheitsmittel;55954,3;662708;741510;12091,3;169512;189760
2019;Österreich;WA36;Sprengstoffe, pyrotechnische Artikel usw.;2865,9;9472;10574;4810,3;9218;10315
2019;Österreich;WA37;Photochemische Erzeugnisse;1796,0;25584;28658;56,9;1191;1332
2019;Österreich;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;645300,6;787923;882418;392102,2;370266;414593
2019;Österreich;WA72;Eisen und Stahl;1436535,3;1232796;1381108;2350903,6;2367137;2652043
2019;Österreich;WA73;Waren aus Eisen oder Stahl;619671,1;2028272;2271448;654693,6;1324949;1483129
2019;Österreich;WA83;Verschiedene Waren aus unedlen Metallen;59664,5;500098;559466;97054,5;496608;555415
2019;Österreich;WA84;Maschinen, Apparate, mechanische Geräte;615930,0;10495913;11751970;541803,8;7510526;8411298
2019;Österreich;WA85;Elektrotechnische Erzeugnisse;193484,5;6364151;7124518;168866,6;3583567;4011284
2019;Österreich;WA86;Schienenfahrzeuge;32185,2;385959;432069;31948,5;496177;554176
2019;Österreich;WA87;Kraftfahrzeuge, Landfahrzeuge;663849,4;6955826;7791037;631323,6;5394692;6040364
2019;Österreich;WA88;Luftfahrzeuge, Raumfahrzeuge;1477,5;233975;262321;2563,3;317425;355182
2019;Österreich;WA89;Wasserfahrzeuge;2406,4;29914;33687;216,6;4558;5099
2019;Österreich;WA90;Optische, photografische usw. Erzeugnisse;18511,6;1976361;2212438;8016,6;922462;1031913
2019;Österreich;WA98;Vollständige Fabrikationsanlagen;415,4;40465;45333;1,2;197;224
2019;Polen;WA27;Mineralische Brennstoffe usw.;2038541,3;1620919;1813208;2281434,7;743165;832608
2019;Polen;WA28;Anorganische chemische Erzeugnisse;451790,6;760754;849631;522176,8;202702;226990
2019;Polen;WA29;Organische chemische Erzeugnisse;508101,8;666527;746420;707578,8;510980;572488
2019;Polen;WA30;Pharmazeutische Erzeugnisse;40548,0;1395673;1562340;21334,3;465454;520602
2019;Polen;WA31;Düngemittel;772500,0;152750;171301;558977,1;134260;150284
2019;Polen;WA33;Etherische Öle, Riech-, Schönheitsmittel;90142,9;678509;759187;85652,9;470353;526114
2019;Polen;WA36;Sprengstoffe, pyrotechnische Artikel usw.;1573,9;5226;5830;10909,3;12891;14421
2019;Polen;WA37;Photochemische Erzeugnisse;5624,0;54071;60475;99,8;6671;7451
2019;Polen;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;577347,5;1377908;1543007;214682,3;488652;547754
2019;Polen;WA72;Eisen und Stahl;2796448,9;2067743;2316124;1815490,1;1009206;1130792
2019;Polen;WA73;Waren aus Eisen oder Stahl;526476,3;1668688;1868336;1057883,9;2156011;2414106
2019;Polen;WA83;Verschiedene Waren aus unedlen Metallen;112905,7;632107;707927;68745,4;406304;454915
2019;Polen;WA84;Maschinen, Apparate, mechanische Geräte;688874,2;10924965;12226153;881824,4;7795495;8724661
2019;Polen;WA85;Elektrotechnische Erzeugnisse;277726,9;6630255;7418531;422419,4;6261308;7006698
2019;Polen;WA86;Schienenfahrzeuge;32042,5;245752;275032;98151,0;445312;500008
2019;Polen;WA87;Kraftfahrzeuge, Landfahrzeuge;1072961,2;7277464;8149123;1085840,4;7833075;8772850
2019;Polen;WA88;Luftfahrzeuge, Raumfahrzeuge;306,0;96375;107793;352,4;22691;25409
2019;Polen;WA89;Wasserfahrzeuge;1741,4;18882;21159;4482,7;47573;53280
2019;Polen;WA90;Optische, photografische usw. Erzeugnisse;27577,2;1962802;2196513;21715,9;914839;1023591
2019;Polen;WA98;Vollständige Fabrikationsanlagen;1985,3;66342;73710;0;0;0
2019;Vereinigtes Königreich;WA27;Mineralische Brennstoffe usw.;1202381,6;475417;532453;9655398,6;3566746;3987494
2019;Vereinigtes Königreich;WA28;Anorganische chemische Erzeugnisse;727104,1;594510;665896;277696,4;190902;214037
2019;Vereinigtes Königreich;WA29;Organische chemische Erzeugnisse;498431,2;1031312;1155502;841477,4;1632174;1826181
2019;Vereinigtes Königreich;WA30;Pharmazeutische Erzeugnisse;35522,9;3679939;4126285;12790,5;2544848;2846483
2019;Vereinigtes Königreich;WA31;Düngemittel;500251,8;108114;121263;74778,9;14864;16675
2019;Vereinigtes Königreich;WA33;Etherische Öle, Riech-, Schönheitsmittel;94937,8;758838;849398;47641,1;403465;451487
2019;Vereinigtes Königreich;WA36;Sprengstoffe, pyrotechnische Artikel usw.;478,4;15961;17878;2456,6;6922;7734
2019;Vereinigtes Königreich;WA37;Photochemische Erzeugnisse;5939,2;72696;81452;370,3;11232;12562
2019;Vereinigtes Königreich;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;390742,1;1019900;1142469;126810,4;1131937;1267786
2019;Vereinigtes Königreich;WA72;Eisen und Stahl;778218,6;653394;732490;438951,0;435797;488660
2019;Vereinigtes Königreich;WA73;Waren aus Eisen oder Stahl;328446,8;1235091;1383505;117128,1;409577;458507
2019;Vereinigtes Königreich;WA83;Verschiedene Waren aus unedlen Metallen;42150,4;438212;490833;8342,3;91472;102386
2019;Vereinigtes Königreich;WA84;Maschinen, Apparate, mechanische Geräte;576534,7;11972389;13414582;279426,3;4998115;5599995
2019;Vereinigtes Königreich;WA85;Elektrotechnische Erzeugnisse;153000,4;5926425;6637131;74834,8;3457856;3872444
2019;Vereinigtes Königreich;WA86;Schienenfahrzeuge;19451,7;401215;450119;2474,5;28161;31538
2019;Vereinigtes Königreich;WA87;Kraftfahrzeuge, Landfahrzeuge;1606499,9;21801886;24423141;340511,3;4475660;5014388
2019;Vereinigtes Königreich;WA88;Luftfahrzeuge, Raumfahrzeuge;3715,2;1800556;2015475;6260,4;2018719;2250167
2019;Vereinigtes Königreich;WA89;Wasserfahrzeuge;122459,7;480430;537491;35500,1;42725;48100
2019;Vereinigtes Königreich;WA90;Optische, photografische usw. Erzeugnisse;25745,2;3247801;3638340;16036,4;1666014;1864930
2019;Vereinigtes Königreich;WA98;Vollständige Fabrikationsanlagen;241,1;4632;5195;0;0;0
2019;Schweiz;WA27;Mineralische Brennstoffe usw.;4168325,4;2987862;3345878;322166,3;460023;514306
2019;Schweiz;WA28;Anorganische chemische Erzeugnisse;269719,1;264278;295350;120396,0;49338;55323
2019;Schweiz;WA29;Organische chemische Erzeugnisse;432396,7;1123035;1257869;98157,1;4311228;4828366
2019;Schweiz;WA30;Pharmazeutische Erzeugnisse;29275,4;7149648;8003756;28875,4;8120281;9094120
2019;Schweiz;WA31;Düngemittel;161794,5;51834;58042;12385,1;6463;7233
2019;Schweiz;WA33;Etherische Öle, Riech-, Schönheitsmittel;30391,4;454524;508722;32520,4;773501;866112
2019;Schweiz;WA36;Sprengstoffe, pyrotechnische Artikel usw.;1688,8;21149;23719;913,7;13464;15078
2019;Schweiz;WA37;Photochemische Erzeugnisse;1711,4;26576;29757;45,9;2679;3000
2019;Schweiz;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;1105541,5;706847;791896;130674,8;379400;425025
2019;Schweiz;WA72;Eisen und Stahl;1052779,4;841622;942966;613710,6;415628;465646
2019;Schweiz;WA73;Waren aus Eisen oder Stahl;354509,4;1385163;1551007;186570,7;906209;1015083
2019;Schweiz;WA83;Verschiedene Waren aus unedlen Metallen;16707,3;239919;268671;7129,0;123857;138739
2019;Schweiz;WA84;Maschinen, Apparate, mechanische Geräte;302273,4;6827104;7642327;190180,2;5714819;6398806
2019;Schweiz;WA85;Elektrotechnische Erzeugnisse;100109,5;3867771;4330141;100403,6;3252493;3642399
2019;Schweiz;WA86;Schienenfahrzeuge;37601,6;373824;418838;33507,4;683269;764554
2019;Schweiz;WA87;Kraftfahrzeuge, Landfahrzeuge;272275,4;4929317;5516125;133323,0;743248;832370
2019;Schweiz;WA88;Luftfahrzeuge, Raumfahrzeuge;717,4;303813;339034;571,8;174195;195178
2019;Schweiz;WA89;Wasserfahrzeuge;629,0;24096;27060;1557,3;12166;13638
2019;Schweiz;WA90;Optische, photografische usw. Erzeugnisse;14864,7;2454482;2747429;17703,1;3286617;3680360
2019;Schweiz;WA98;Vollständige Fabrikationsanlagen;1,6;41;46;0;0;0
2019;Vereinigte Staaten von Amerika;WA27;Mineralische Brennstoffe usw.;58496,8;125590;140702;14728163,5;3426089;3834031
2019;Vereinigte Staaten von Amerika;WA28;Anorganische chemische Erzeugnisse;391690,9;865917;969064;137622,4;457354;512286
2019;Vereinigte Staaten von Amerika;WA29;Organische chemische Erzeugnisse;469794,2;2446715;2741640;827540,3;1716540;1921613
2019;Vereinigte Staaten von Amerika;WA30;Pharmazeutische Erzeugnisse;35696,4;13798752;15434931;19482,2;8497963;9510185
2019;Vereinigte Staaten von Amerika;WA31;Düngemittel;165257,5;64101;71939;1630,7;3116;3481
2019;Vereinigte Staaten von Amerika;WA33;Etherische Öle, Riech-, Schönheitsmittel;21486,0;389804;436568;29485,0;478263;535143
2019;Vereinigte Staaten von Amerika;WA36;Sprengstoffe, pyrotechnische Artikel usw.;1265,2;101637;113810;503,2;12644;14173
2019;Vereinigte Staaten von Amerika;WA37;Photochemische Erzeugnisse;9096,0;173053;193794;4445,6;114110;127801
2019;Vereinigte Staaten von Amerika;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;385435,3;1725288;1932352;132439,0;1922478;2152798
2019;Vereinigte Staaten von Amerika;WA72;Eisen und Stahl;537186,8;696379;781536;114408,1;189763;212774
2019;Vereinigte Staaten von Amerika;WA73;Waren aus Eisen oder Stahl;455904,1;1870605;2095035;35883,3;652114;730336
2019;Vereinigte Staaten von Amerika;WA83;Verschiedene Waren aus unedlen Metallen;32757,5;439046;491654;2847,7;97304;108941
2019;Vereinigte Staaten von Amerika;WA84;Maschinen, Apparate, mechanische Geräte;1036251,7;25847608;28937705;173076,2;14774272;16542688
2019;Vereinigte Staaten von Amerika;WA85;Elektrotechnische Erzeugnisse;203706,1;10665202;11939571;55623,1;7357562;8235253
2019;Vereinigte Staaten von Amerika;WA86;Schienenfahrzeuge;5038,1;72925;81613;3584,1;16856;18849
2019;Vereinigte Staaten von Amerika;WA87;Kraftfahrzeuge, Landfahrzeuge;1394717,4;25328696;28361789;521049,1;6750598;7544810
2019;Vereinigte Staaten von Amerika;WA88;Luftfahrzeuge, Raumfahrzeuge;3458,3;2678048;2991348;6599,4;3201500;3578784
2019;Vereinigte Staaten von Amerika;WA89;Wasserfahrzeuge;144183,1;1987275;2222527;931,2;96157;107591
2019;Vereinigte Staaten von Amerika;WA90;Optische, photografische usw. Erzeugnisse;45370,4;10334195;11566141;31659,8;8246860;9229891
2019;Vereinigte Staaten von Amerika;WA98;Vollständige Fabrikationsanlagen;3206,6;40052;44738;0;0;0
2019;China;WA27;Mineralische Brennstoffe usw.;99092,2;194638;217848;117609,6;56320;63306
2019;China;WA28;Anorganische chemische Erzeugnisse;162976,4;680823;761719;236081,9;409180;458769
2019;China;WA29;Organische chemische Erzeugnisse;252205,9;1410708;1581111;517673,6;2766810;3100181
2019;China;WA30;Pharmazeutische Erzeugnisse;25539,9;3731025;4175561;28563,4;329210;368464
2019;China;WA31;Düngemittel;62466,1;30017;33604;773,7;619;693
2019;China;WA33;Etherische Öle, Riech-, Schönheitsmittel;10133,0;209111;233911;16359,2;174558;195413
2019;China;WA36;Sprengstoffe, pyrotechnische Artikel usw.;92,6;4936;5525;42500,5;110628;123259
2019;China;WA37;Photochemische Erzeugnisse;876,6;19098;21370;1871,8;52139;58337
2019;China;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;155055,0;1018939;1141125;91160,4;342865;383779
2019;China;WA72;Eisen und Stahl;487501,9;700456;784316;391123,9;444132;498093
2019;China;WA73;Waren aus Eisen oder Stahl;200414,3;1513091;1693293;834600,0;2559249;2868541
2019;China;WA83;Verschiedene Waren aus unedlen Metallen;40686,5;544858;609552;165687,8;952508;1067001
2019;China;WA84;Maschinen, Apparate, mechanische Geräte;697308,2;20298612;22721785;1651641,7;24564442;27505359
2019;China;WA85;Elektrotechnische Erzeugnisse;205961,3;15401460;17234813;1307019,7;34020992;38056312
2019;China;WA86;Schienenfahrzeuge;40060,0;210606;235813;122474,1;134956;151172
2019;China;WA87;Kraftfahrzeuge, Landfahrzeuge;1182818,9;24180241;27075200;460028,8;2358055;2640781
2019;China;WA88;Luftfahrzeuge, Raumfahrzeuge;3997,2;4402251;4934994;267,3;93336;104446
2019;China;WA89;Wasserfahrzeuge;191131,6;185908;208222;165139,3;380046;422953
2019;China;WA90;Optische, photografische usw. Erzeugnisse;45584,8;8209964;9184639;99967,2;3712130;4155327
2019;China;WA98;Vollständige Fabrikationsanlagen;17078,8;427372;480107;0;0;0
2020;Belgien (ab 1999);WA27;Mineralische Brennstoffe usw.;2963326,7;973356;1112857;7797384,5;3195847;3637360
2020;Belgien (ab 1999);WA28;Anorganische chemische Erzeugnisse;1251559,1;386637;440957;1292308,2;483036;552327
2020;Belgien (ab 1999);WA29;Organische chemische Erzeugnisse;2170094,0;1916049;2191109;2661554,2;2178684;2482355
2020;Belgien (ab 1999);WA30;Pharmazeutische Erzeugnisse;31928,2;3876080;4430707;39293,4;2780796;3171565
2020;Belgien (ab 1999);WA31;Düngemittel;669339,7;185671;211579;766274,0;171633;195253
2020;Belgien (ab 1999);WA33;Etherische Öle, Riech-, Schönheitsmittel;27552,8;201717;230152;42409,4;106435;121673
2020;Belgien (ab 1999);WA36;Sprengstoffe, pyrotechnische Artikel usw.;1244,4;3889;4483;494,0;7162;8152
2020;Belgien (ab 1999);WA37;Photochemische Erzeugnisse;2914,5;49785;56992;6487,1;61106;69788
2020;Belgien (ab 1999);WA38;Verschiedene Erzeugnisse der Chemischen Industrie;831355,0;1258528;1435501;924738,6;1250511;1424709
2020;Belgien (ab 1999);WA72;Eisen und Stahl;2673118,0;1571719;1794791;3152716,8;2358515;2690589
2020;Belgien (ab 1999);WA73;Waren aus Eisen oder Stahl;308978,5;814078;928626;267025,5;456166;520117
2020;Belgien (ab 1999);WA83;Verschiedene Waren aus unedlen Metallen;28073,3;240472;274646;2174,2;34994;40011
2020;Belgien (ab 1999);WA84;Maschinen, Apparate, mechanische Geräte;307872,1;5137956;5873551;143276,9;1753780;1999069
2020;Belgien (ab 1999);WA85;Elektrotechnische Erzeugnisse;111195,1;2689628;3074684;47482,2;796130;909857
2020;Belgien (ab 1999);WA86;Schienenfahrzeuge;3926,6;34950;39852;2341,5;12940;14795
2020;Belgien (ab 1999);WA87;Kraftfahrzeuge, Landfahrzeuge;563621,8;6885650;7909573;345752,1;3509728;4028868
2020;Belgien (ab 1999);WA88;Luftfahrzeuge, Raumfahrzeuge;289,0;41916;47669;1193,4;192358;215888
2020;Belgien (ab 1999);WA89;Wasserfahrzeuge;59,1;2722;3156;366,0;11255;12748
2020;Belgien (ab 1999);WA90;Optische, photografische usw. Erzeugnisse;12425,9;1296414;1481433;6334,2;381658;436777
2020;Belgien (ab 1999);WA98;Vollständige Fabrikationsanlagen;0;0;0;0,0;0;0
2020;Frankreich;WA27;Mineralische Brennstoffe usw.;2906925,5;1102476;1258069;1243693,7;1067002;1205477
2020;Frankreich;WA28;Anorganische chemische Erzeugnisse;1114370,4;849096;971796;941297,6;709752;810752
2020;Frankreich;WA29;Organische chemische Erzeugnisse;1055147,4;1867330;2130064;552381,9;995791;1136115
2020;Frankreich;WA30;Pharmazeutische Erzeugnisse;73782,5;4432928;5065867;93381,9;3367327;3843291
2020;Frankreich;WA31;Düngemittel;737104,6;154201;175415;136595,1;28071;31925
2020;Frankreich;WA33;Etherische Öle, Riech-, Schönheitsmittel;73205,9;674639;769754;114880,7;1547672;1772782
2020;Frankreich;WA36;Sprengstoffe, pyrotechnische Artikel usw.;4207,4;17792;20664;153,4;3056;3495
2020;Frankreich;WA37;Photochemische Erzeugnisse;5577,1;98061;112052;4061,3;122565;140210
2020;Frankreich;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;686149,5;1829603;2086220;598659,9;1300536;1477728
2020;Frankreich;WA72;Eisen und Stahl;2967946,9;1862809;2125782;2848940,7;2328033;2654600
2020;Frankreich;WA73;Waren aus Eisen oder Stahl;786698,5;2125545;2428765;253416,3;825877;944386
2020;Frankreich;WA83;Verschiedene Waren aus unedlen Metallen;55876,3;549449;627809;30833,0;178564;203415
2020;Frankreich;WA84;Maschinen, Apparate, mechanische Geräte;763773,3;14719324;16823090;463652,9;6371986;7256731
2020;Frankreich;WA85;Elektrotechnische Erzeugnisse;279682,4;7597119;8698900;220394,9;4022623;4605277
2020;Frankreich;WA86;Schienenfahrzeuge;41482,8;148149;167327;8973,0;63643;72651
2020;Frankreich;WA87;Kraftfahrzeuge, Landfahrzeuge;1050249,9;13240616;15183868;836466,3;8957644;10288627
2020;Frankreich;WA88;Luftfahrzeuge, Raumfahrzeuge;11584,0;5585594;6313903;9872,1;3866461;4400640
2020;Frankreich;WA89;Wasserfahrzeuge;1273,5;30672;34519;2088,1;49339;56477
2020;Frankreich;WA90;Optische, photografische usw. Erzeugnisse;34776,4;3678321;4209114;19824,2;1553740;1773631
2020;Frankreich;WA98;Vollständige Fabrikationsanlagen;17,8;282;332;0,8;6;7
2020;Italien;WA27;Mineralische Brennstoffe usw.;420715,4;181666;205759;603831,7;305584;349317
2020;Italien;WA28;Anorganische chemische Erzeugnisse;465336,9;347492;396208;126710,1;159286;180901
2020;Italien;WA29;Organische chemische Erzeugnisse;801197,2;1413842;1609004;161915,9;1090176;1241694
2020;Italien;WA30;Pharmazeutische Erzeugnisse;45581,5;4924173;5608678;29981,8;3003832;3424380
2020;Italien;WA31;Düngemittel;158954,3;57101;64758;13714,3;10853;12295
2020;Italien;WA33;Etherische Öle, Riech-, Schönheitsmittel;52848,5;403733;460226;79262,5;538070;615146
2020;Italien;WA36;Sprengstoffe, pyrotechnische Artikel usw.;4018,0;16848;19274;19,2;177;201
2020;Italien;WA37;Photochemische Erzeugnisse;6914,1;79394;90693;416,4;7581;8630
2020;Italien;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;381240,9;1289524;1473109;278292,4;634909;722650
2020;Italien;WA72;Eisen und Stahl;3328095,7;1652795;1884085;2442767,1;2036725;2323209
2020;Italien;WA73;Waren aus Eisen oder Stahl;273233,3;992165;1133229;1169584,3;2379817;2718547
2020;Italien;WA83;Verschiedene Waren aus unedlen Metallen;31064,9;304238;347678;51154,0;365971;418593
2020;Italien;WA84;Maschinen, Apparate, mechanische Geräte;473206,8;9033000;10338719;740968,9;7735681;8843564
2020;Italien;WA85;Elektrotechnische Erzeugnisse;183413,4;6232960;7134140;339007,5;3528095;4040172
2020;Italien;WA86;Schienenfahrzeuge;11020,1;140705;159903;13213,0;93684;106820
2020;Italien;WA87;Kraftfahrzeuge, Landfahrzeuge;655490,6;8955316;10270182;752167,3;6533115;7506406
2020;Italien;WA88;Luftfahrzeuge, Raumfahrzeuge;757,4;409809;460379;287,1;204134;235182
2020;Italien;WA89;Wasserfahrzeuge;7839,0;40153;45634;1235,6;38308;43805
2020;Italien;WA90;Optische, photografische usw. Erzeugnisse;21924,7;2984615;3412668;18655,1;957258;1093657
2020;Italien;WA98;Vollständige Fabrikationsanlagen;33,0;292;324;0;0;0
2020;Niederlande;WA27;Mineralische Brennstoffe usw.;45371469,1;8957145;10255648;84757652,2;20563095;23479027
2020;Niederlande;WA28;Anorganische chemische Erzeugnisse;2667567,5;514247;587073;1707738,9;515769;590442
2020;Niederlande;WA29;Organische chemische Erzeugnisse;2363593,3;1920992;2190351;2816419,5;2502019;2857382
2020;Niederlande;WA30;Pharmazeutische Erzeugnisse;40821,8;8388501;9563442;15649,0;8377628;9520270
2020;Niederlande;WA31;Düngemittel;278274,5;64478;73251;1001109,3;192098;217737
2020;Niederlande;WA33;Etherische Öle, Riech-, Schönheitsmittel;64880,6;554008;632650;42105,5;363103;416402
2020;Niederlande;WA36;Sprengstoffe, pyrotechnische Artikel usw.;6603,2;23534;27122;1418,7;3029;3491
2020;Niederlande;WA37;Photochemische Erzeugnisse;4718,1;53160;60972;12148,9;92531;105706
2020;Niederlande;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;1723367,4;2176801;2495451;1602272,5;1843368;2105279
2020;Niederlande;WA72;Eisen und Stahl;3723216,4;1756212;2005822;2546210,9;1604646;1828107
2020;Niederlande;WA73;Waren aus Eisen oder Stahl;713892,8;1833720;2086036;653998,4;1247381;1421852
2020;Niederlande;WA83;Verschiedene Waren aus unedlen Metallen;39235,6;365374;416906;25484,7;144361;165017
2020;Niederlande;WA84;Maschinen, Apparate, mechanische Geräte;630952,0;9581718;10938567;298783,6;6005750;6856767
2020;Niederlande;WA85;Elektrotechnische Erzeugnisse;254159,0;6384450;7291827;146681,1;4439040;5090728
2020;Niederlande;WA86;Schienenfahrzeuge;7295,6;56989;64819;13877,1;49806;56479
2020;Niederlande;WA87;Kraftfahrzeuge, Landfahrzeuge;621261,4;7103887;8175761;324114,8;3409532;3908007
2020;Niederlande;WA88;Luftfahrzeuge, Raumfahrzeuge;218,8;153541;171615;765,0;190177;211734
2020;Niederlande;WA89;Wasserfahrzeuge;30243,9;249458;281169;55750,4;152702;173121
2020;Niederlande;WA90;Optische, photografische usw. Erzeugnisse;21948,5;4366810;4989626;9488,0;1317958;1509691
2020;Niederlande;WA98;Vollständige Fabrikationsanlagen;0;0;0;1,9;32;36
2020;Österreich;WA27;Mineralische Brennstoffe usw.;8875337,9;3395038;3867707;5855153,5;1513765;1722008
2020;Österreich;WA28;Anorganische chemische Erzeugnisse;893895,0;317106;361336;313145,9;177035;201453
2020;Österreich;WA29;Organische chemische Erzeugnisse;234488,4;382839;436697;143519,2;185340;211449
2020;Österreich;WA30;Pharmazeutische Erzeugnisse;32964,2;2280347;2602942;16991,9;1375690;1567359
2020;Österreich;WA31;Düngemittel;226292,0;75213;85273;340509,8;68176;77885
2020;Österreich;WA33;Etherische Öle, Riech-, Schönheitsmittel;51659,9;584522;668358;9006,7;152634;174664
2020;Österreich;WA36;Sprengstoffe, pyrotechnische Artikel usw.;2569,9;9071;10363;5105,9;8938;10169
2020;Österreich;WA37;Photochemische Erzeugnisse;1889,4;25175;28763;62,4;1164;1336
2020;Österreich;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;615878,4;817688;935410;393142,5;372470;423916
2020;Österreich;WA72;Eisen und Stahl;1396404,3;1062355;1210497;2109484,4;1870397;2135997
2020;Österreich;WA73;Waren aus Eisen oder Stahl;553151,3;1825486;2083274;602132,5;1207970;1379379
2020;Österreich;WA83;Verschiedene Waren aus unedlen Metallen;68124,1;517018;590970;103579,7;520021;595244
2020;Österreich;WA84;Maschinen, Apparate, mechanische Geräte;543804,7;9342867;10672296;487688,7;6888312;7882096
2020;Österreich;WA85;Elektrotechnische Erzeugnisse;185583,1;5837162;6677506;165954,1;3451064;3946589
2020;Österreich;WA86;Schienenfahrzeuge;38171,6;485227;561229;33281,8;538975;621515
2020;Österreich;WA87;Kraftfahrzeuge, Landfahrzeuge;526095,3;6069765;6950640;518398,2;4674329;5354705
2020;Österreich;WA88;Luftfahrzeuge, Raumfahrzeuge;749,7;165291;188176;1767,4;343069;397398
2020;Österreich;WA89;Wasserfahrzeuge;351,8;12556;14343;269,4;10983;12614
2020;Österreich;WA90;Optische, photografische usw. Erzeugnisse;16198,8;1792921;2048862;6740,5;844680;966835
2020;Österreich;WA98;Vollständige Fabrikationsanlagen;0;0;0;1,0;838;987
2020;Polen;WA27;Mineralische Brennstoffe usw.;1862491,3;1361614;1556585;2147609,2;556813;633271
2020;Polen;WA28;Anorganische chemische Erzeugnisse;477504,8;1310457;1511416;506904,7;173976;198327
2020;Polen;WA29;Organische chemische Erzeugnisse;540560,6;644356;734870;679497,5;399495;455096
2020;Polen;WA30;Pharmazeutische Erzeugnisse;43855,1;1444920;1648682;25282,5;450862;515490
2020;Polen;WA31;Düngemittel;858341,7;164940;187715;591032,8;130419;148188
